ticker,event_date,event_type,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,news_same_day,news_prev_day,news_sources,news_titles_same_day,news_titles_prev_day,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
RVMD,2026-04-13,news_gap,96.43,132.26,136.3,37.1565,41.3461,3.0546,2.9697,2.8441,12.5118,14.5375,100.0,2026-04-14,136.5,147.01,7.6996,,,,,True,False,8k|fmp_pr,"[fmp_pr] Revolution Medicines, Inc. Announces Proposed Offerings of Common Stock and Convertible Senior Notes || [8k] RVMD: 8-K",,Healthcare,Biotechnology,30979489120.0,2006422686.8,2.0B,155720041.245,28976834800.000004,10B-100B,10B-100B
SWK,2026-04-08,news_gap,67.63,70.94,71.49,4.8943,5.7075,0.7753,1.4143,2.288,3.4605,2.4945,99.5597,2026-04-09,70.93,73.43,3.5246,,,,,False,True,fmp_pr,,[fmp_pr] Stanley Black & Decker Recognized as one of America's Most Innovative Companies,Industrials,Manufacturing - Tools & Accessories,12262334888.0,142253518.62,142M,111052580.65,11113518270.36,10B-100B,10B-100B
WSM,2026-04-08,news_gap,179.93,187.29,187.53,4.0905,4.2239,0.1281,1.2903,2.1773,3.1703,1.9399,98.9968,2026-04-09,186.43,191.31,2.6176,,,,,True,False,fmp_pr,"[fmp_pr] WILLIAMS-SONOMA, INC. PROMOTES AUJSHA TAYLOR TO PRESIDENT OF REJUVENATION",,Consumer Cyclical,Specialty Retail,24550640000.0,255118437.42,255M,260386546.52,22319070480.0,10B-100B,10B-100B
LII,2026-04-08,news_gap,450.65,474.25,478.08,5.2369,6.0868,0.8076,1.2486,2.3788,4.1943,2.5588,99.8288,2026-04-09,474.06,488.68,3.084,,,,,True,False,fmp_pr,[fmp_pr] Lennox Schedules First Quarter Results,,Industrials,Construction,17991713041.0,232454926.08,232M,176748559.52,16637184000.0,10B-100B,10B-100B
STRL,2026-04-08,news_gap,382.22,413.58,423.35,8.2047,10.7608,2.3623,2.0104,3.9975,4.0812,2.6919,99.8043,2026-04-09,423.35,435.65,2.9054,,,,,True,False,8k,[8k] STRL: 8-K,,Industrials,Engineering & Construction,26124485235.0,232701947.8,233M,179490414.5,12990898202.55,10B-100B,10B-100B
RRX,2026-04-08,news_gap,185.38,195.0,204.15,5.1893,10.1251,4.6923,1.7021,3.3926,3.0487,2.9845,99.5597,2026-04-09,202.11,207.65,2.7411,,,,,True,False,fmp_pr,"[fmp_pr] Regal Rexnord Corporation to Host First Quarter 2026 Earnings Conference Call on Thursday, May 7, 2026",,Industrials,Industrial - Machinery,13964965024.0,244974692.1,245M,189780210.69,13590178327.95,10B-100B,10B-100B
MRVL,2026-03-31,news_gap,87.81,96.4,99.05,9.7825,12.8004,2.749,2.175,3.6834,4.4978,3.4751,99.8041,2026-04-01,100.82,106.71,5.8421,165.15,,66.734,,True,False,8k,[8k] MRVL: 8-K,,Technology,Semiconductors,143848341000.0,5079889195.5,5.1B,1521909827.52,86615064900.0,10B-100B,100B+
CRCL,2026-02-06,news_gap,50.23,53.81,57.04,7.1272,13.5576,6.0026,2.2174,4.9731,3.2142,2.7262,96.4497,2026-02-09,56.33,60.1,6.6927,118.09,85.1,107.0302,49.1935,False,True,fmp_pr|pr,,[fmp_pr] Circle and Polymarket Partner to Strengthen Onchain Financial Markets,Financial Services,Financial - Capital Markets,33050494931.0,998696248.0,999M,779369681.615,15191422188.24,10B-100B,10B-100B
KTOS,2026-01-08,news_gap,91.44,99.53,104.04,8.8473,13.7795,4.5313,2.3864,4.3714,3.7073,3.1522,99.8262,2026-01-09,105.48,113.7,7.7929,98.81,88.92,-5.0269,-14.5329,True,False,pr,[pr] Kratos Applauds Focus on Reinvestment to Strengthen Defense Readiness || [pr] Northrop Grumman to Rapidly Develop Marine Corps CCA with Kratos’ Valkyrie UAS,,Industrials,Aerospace & Defense,17269488095.0,999754068.96,1000M,157671691.345,19509579135.36,10B-100B,10B-100B
JAZZ,2025-11-17,news_gap,141.07,168.0,170.09,19.0898,20.5713,1.244,0.7046,1.4762,27.0914,13.9356,100.0,2025-11-18,170.09,180.52,6.132,164.92,167.88,-3.0396,-1.2993,True,False,pr,[pr] Positive HERIZON-GEA-01 Phase 3 Results Support Ziihera® (zanidatamab-hrii) as HER2-Targeted Agent-of-Choice and Ziihera Combination Regimens as New Standard of Care in First-Line HER2-Positive Locally Advanced or Metastatic Gastroesophageal Adenocarc...,,Healthcare,Biotechnology,14295319552.0,1142857331.97,1.1B,99998132.05,10671922852.0,10B-100B,10B-100B
