ticker,event_date,event_type,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,news_same_day,news_prev_day,news_sources,news_titles_same_day,news_titles_prev_day,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
ADMA,2026-03-27,news_gap,8.29,9.47,9.25,14.234,11.5802,-2.3231,1.3611,4.3092,10.4575,2.6873,99.7738,2026-03-30,9.13,9.15,0.2191,10.9,,17.8378,,True,True,8k|fmp_pr,"[fmp_pr] ADMA Biologics, Inc. (ADMA) Crashes 16% Amid Scrutiny Over Skyrocketing Days Sales Outstanding That Short Seller Claims Points to Improper Channel Stuffing, Hagens Berman Investigating || [fmp_pr] ADMA BIOLOGICS, INC. INVESTIGATION: Kirby McInerney LLP Announces Investigation Into Potential Securities Fraud || [fmp_pr] ADMA INVESTIGATION ALERT: Bragar Eagel & Squire, P.C. is Investigating ADMA Biologics, Inc. on Behalf of ADMA Stockholders and Encourages Investors to Contact the Firm || [fmp_pr] Did You Suffer Losses in ADMA Biologics, Inc. (ADMA)? Contact Levi & Korsinsky About Securities Fraud Claims || [fmp_pr] ADMA Biologics Issues Statement Refuting Unsubstantiated, Misleading and Inaccurate Allegations by Culper Research || [fmp_pr] $ADMA Shareholders: ADMA Biologics Hit with Securities Fraud Investigation After Stock Slides 29% Amid Channel Stuffing Claims – Investors with Losses Alerted to Contact BFA Law || [8k] ADMA: 8-K","[fmp_pr] ADMA BREAKING INVESTIGATION: BFA Law Launches Investigation into ADMA Biologics after Short Seller Report -- Investors Notified to Contact BFA Law || [fmp_pr] Securities Fraud Investigation Into ADMA Biologics, Inc. (ADMA) Announced – Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP, a Leading Securities Fraud Law Firm || [fmp_pr] INVESTOR ALERT: Investigation of ADMA Biologics, Inc. (ADMA) Announced by Holzer & Holzer, LLC || [fmp_pr] INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ADMA Biologics, Inc. - ADMA || [fmp_pr] ADMA Biologics, Inc. (ADMA) Shareholders Who Lost Money – Contact Law Offices of Howard G. Smith About Securities Fraud Investigation",Healthcare,Biotechnology,3765296490.0,206932730.5,207M,66264875.665,2143900250.0,1B-10B,1B-10B
U,2026-03-27,news_gap,17.13,20.23,19.45,18.0969,13.5435,-3.8557,3.9234,6.1573,4.6125,2.1996,100.0,2026-03-30,19.59,20.54,4.8494,26.54,,36.4524,,False,True,8k|fmp_pr,,[fmp_pr] Unity Releases Preliminary First Quarter Results Exceeding Guidance; Will Enhance Growth and Profitability by Exiting Non-Strategic Ad Businesses || [8k] U: 8-K,Technology,Software - Application,11716599319.0,1050870838.05,1.1B,243918227.5,8490605691.65,1B-10B,10B-100B
CIFR,2026-03-25,news_gap,14.88,16.08,15.88,8.0645,6.7204,-1.2438,2.5995,6.3466,3.1023,1.0589,97.9427,2026-03-26,15.4,14.35,-6.8182,18.2,,14.6096,,True,False,8k|fmp_pr,[fmp_pr] Cipher Digital Announces Business Updates || [8k] CIFR: 8-K,,Financial Services,Financial - Capital Markets,8205522940.0,645925352.0,646M,356120737.74,6495698120.0,1B-10B,1B-10B
APGE,2026-03-23,news_gap,66.04,77.32,79.24,17.0806,19.9879,2.4832,1.3248,3.0338,12.8925,6.5885,99.7033,2026-03-24,79.48,73.0,-8.153,90.68,,14.4372,,True,False,8k|fmp_pr|pr,"[fmp_pr] Apogee Therapeutics, Inc. Announces Proposed $300 Million Underwritten Public Offering || [pr] Apogee Therapeutics Announces Positive Phase 2 Part A 52-Week Data of Zumilokibart (APG777), Demonstrating Maintenance and Deepening of Responses with Every 3- and 6-Month Dosing in Moderate-to-Severe Atopic Dermatitis || [8k] APGE: 8-K",,Healthcare,Biotechnology,5207224491.0,276193317.96,276M,52873459.45,4901251688.48,1B-10B,1B-10B
FLY,2026-03-12,news_gap,20.6,23.7,23.23,15.0485,12.767,-1.9831,2.5515,7.6873,5.8979,1.6608,98.6577,2026-03-13,23.84,23.47,-1.552,38.8,,67.0254,,True,True,fmp_pr|pr,"[fmp_pr] Firefly Aerospace to Announce Fourth Quarter 2025 Financial Results on March 19, 2026",[fmp_pr] Firefly Aerospace Successfully Launches Alpha Flight 7,Industrials,Aerospace & Defense,6300448457.0,330135468.0,330M,49303007.5,3722263928.3,1B-10B,1B-10B
LWLG,2026-03-12,news_gap,5.02,6.0,7.08,19.5219,41.0359,18.0,3.4433,7.2963,5.6696,5.6242,100.0,2026-03-13,7.04,7.61,8.0966,11.39,,60.8757,,False,True,fmp_pr|pr,,"[fmp_pr] Lightwave Logic and Tower Semiconductor Announce Development Agreement to Enable High-Speed, Low-Power Modulators on Tower's PH18 Silicon Photonics Platform",Basic Materials,Chemicals - Specialty,2399228610.0,223825774.8,224M,7280917.69,1066323798.48,1B-10B,1B-10B
NKTR,2026-02-10,news_gap,37.07,47.15,56.0,27.1918,51.0656,18.7699,1.6979,4.6122,16.0153,11.0719,99.9506,2026-02-11,59.0,66.35,12.4576,70.36,80.45,25.6429,43.6607,True,True,8k|fmp_pr|pr,[fmp_pr] Nektar Therapeutics Announces Proposed Public Offering || [fmp_pr] New REZOLVE-AD Maintenance Data in Atopic Dermatitis Demonstrate Rezpegaldesleukin Resulted in Durable and New Responses Across Key Disease Measurements with Both Monthly and Quarterly Dosing || [8k] NKTR: 8-K,"[fmp_pr] Nektar to Hold Conference Call to Discuss Topline Results from the 36-Week Maintenance Period for its REZOLVE-AD Phase 2b Study of Rezpegaldesleukin in Atopic Dermatitis on February 10, 2026",Healthcare,Biotechnology,1934783774.0,488404952.0,488M,22376506.04,1094291520.0,1B-10B,1B-10B
RNG,2026-02-10,news_gap,27.37,28.8,28.92,5.2247,5.6631,0.4167,0.867,2.6937,6.0265,2.1024,99.2602,2026-02-11,28.77,28.11,-2.2941,38.06,36.88,31.6044,27.5242,False,True,fmp_pr,,[fmp_pr] RingCentral Set to Join S&P SmallCap 600,Technology,Software - Application,3680036658.0,138095892.0,138M,41389919.3,2541835685.6400003,1B-10B,1B-10B
MOD,2026-01-29,news_gap,146.9,170.0,176.72,15.725,20.2995,3.9529,1.9468,4.2698,8.0771,4.7542,99.9258,2026-01-30,179.9,184.66,2.6459,238.5,216.71,34.9593,22.629,True,False,8k|pr,"[pr] Gentherm and Modine’s Performance Technologies Business to Combine, Establishing a Scaled Leader in Thermal Management Solutions || [8k] MOD: 8-K",,Consumer Cyclical,Auto - Parts,14568047795.0,707162752.0,707M,133568182.95,9318657133.84,1B-10B,10B-100B
IBRX,2026-01-20,news_gap,5.52,6.54,6.48,18.4783,17.3913,-0.9174,3.0288,7.8431,6.1008,2.2174,99.6963,2026-01-21,6.27,6.92,10.3668,8.61,8.47,32.8704,30.7099,True,True,pr,[pr] ImmunityBio Advances Regulatory Discussions with FDA on Potential Resubmission Path for ANKTIVA® in BCG-Unresponsive Papillary Bladder Cancer,[pr] ImmunityBio Advances First-Line BCG Naive NMIBC Program with Enrollment Exceeding Expectations and Positive Interim Analysis for ANKTIVA® Plus BCG || [pr] ImmunityBio Announces Durable Complete Response of 15 Months with a Chemotherapy-Free CD19 CAR-NK Cell Therapy in Waldenstrom Lymphoma,Healthcare,Biotechnology,8687541558.0,1367572474.8,1.4B,25135844.5,6786827993.52,1B-10B,1B-10B
